tc_EventID,tc_ExpStartDatetime.UTC,tc_ExpEndDatetime.UTC,tc_ExpDurationHrs,tc_EPID,BFE_slpm,BFU_slpm,THCFlowAvg_slpm,THCFlowUncertainty_slpm,tc_C1MassFlow,tc_C1MassFlowUncertainty,tc_ExpEPCount,tc_EquipmentUnitID,tc_EquipmentGroupID
20240311_0000_057,2024-03-11T21:01:54Z,2024-03-11T21:03:03Z,0.019166666666666665,6D-118,7.36,0.02,7.23,0.03,284.02920000000006,1.2852000000000001,1,6D-1,6D
20240311_0000_058,2024-03-11T21:01:55Z,2024-03-11T21:03:03Z,0.01888888888888889,6D-112,7.36,0.02,7.23,0.03,284.02920000000006,1.2852000000000001,1,6D-1,6D
20240311_0000_059,2024-03-11T21:01:55Z,2024-03-11T21:03:04Z,0.019166666666666665,6D-111,7.36,0.02,7.23,0.03,284.02920000000006,1.2852000000000001,1,6D-1,6D
20240311_0000_060,2024-03-11T21:02:48Z,2024-03-11T21:03:09Z,0.005833333333333334,3W-12,24.81,7.98,24.39,7.84,958.3308000000001,308.0196,1,3W-1,3W
20240311_0000_061,2024-03-11T21:02:49Z,2024-03-11T21:03:08Z,0.005277777777777778,3W-31,24.73,7.78,24.31,7.64,955.3320000000002,300.3084,2,3W-3,3W
20240311_0000_062,2024-03-11T21:02:49Z,2024-03-11T21:03:08Z,0.005277777777777778,3W-11,24.73,7.78,24.31,7.64,955.3320000000002,300.3084,2,3W-1,3W
20240311_0000_066,2024-03-11T21:10:30Z,2024-03-11T21:11:25Z,0.015277777777777777,4T-12,243.74,2.64,238.32,5.53,9274.003200000001,191.06640000000002,1,4T-1,4T
20240311_0000_067,2024-03-11T21:12:25Z,2024-03-11T21:12:49Z,0.006666666666666667,4T-12,79.44,29.38,77.68,28.77,3022.7904000000003,1119.4092,1,4T-1,4T
20240311_0000_068,2024-03-11T21:13:10Z,2024-03-11T21:14:45Z,0.02638888888888889,4W-32,139.07,25.89,135.98,25.46,5291.1684000000005,989.1756000000001,1,4W-3,4W
20240311_0000_069,2024-03-11T21:15:05Z,2024-03-11T21:16:31Z,0.02388888888888889,5S-32,45.98,63.57,44.96,62.17,1749.5856000000003,2419.1748000000002,1,5S-3,5S
20240311_0000_070,2024-03-11T21:15:06Z,2024-03-11T21:16:24Z,0.021666666666666667,4S-23,52.93,6.41,51.75,6.36,2013.9084,246.33,1,4S-2,4S
20240311_0000_071,2024-03-11T21:15:07Z,2024-03-11T21:16:25Z,0.021666666666666667,5W-22,19.09,33.85,18.66,33.1,726.138,1288.1988000000001,1,5W-2,5W
20240311_0000_072,2024-03-11T21:16:32Z,2024-03-11T21:18:39Z,0.035277777777777776,5S-32,69.64,5.3,68.09,5.36,2649.6540000000005,206.91720000000004,1,5S-3,5S
20240311_0000_073,2024-03-11T21:16:58Z,2024-03-11T21:17:58Z,0.016666666666666666,5W-22,49.04,0.6,47.95,1.14,1865.6819999999998,39.84120000000001,1,5W-2,5W
20240311_0000_074,2024-03-11T21:17:03Z,2024-03-11T21:17:42Z,0.010833333333333334,4S-23,70.45,0.95,68.88,1.69,2680.4988000000003,59.1192,1,4S-2,4S
20240311_0000_076,2024-03-11T21:17:49Z,2024-03-11T21:18:58Z,0.019166666666666665,4S-23,69.38,1.27,67.84,1.86,2639.8008,66.8304,1,4S-2,4S
20240311_0000_077,2024-03-11T21:17:59Z,2024-03-11T21:19:25Z,0.02388888888888889,5W-26,51.14,11.78,50,11.57,1945.7928000000002,449.39160000000004,1,5W-2,5W
20240311_0000_078,2024-03-11T21:19:26Z,2024-03-11T21:21:46Z,0.03888888888888889,5W-22,51.76,0.39,50.61,1.11,1969.3548000000003,37.699200000000005,1,5W-2,5W
20240311_0000_079,2024-03-11T21:21:47Z,2024-03-11T21:22:50Z,0.0175,5W-26,44.67,23.48,43.68,22.98,1699.8912000000003,894.0708000000001,1,5W-2,5W
20240311_0000_080,2024-03-11T21:22:51Z,2024-03-11T21:24:03Z,0.02,5W-22,48.17,23.03,47.1,22.54,1833.1236000000001,876.5064000000001,1,5W-2,5W
20240311_0000_081,2024-03-11T21:24:04Z,2024-03-11T21:24:50Z,0.012777777777777779,5W-26,53.03,0.3,51.85,1.11,2017.7640000000001,37.2708,1,5W-2,5W
20240311_0000_082,2024-03-11T21:24:53Z,2024-03-11T21:25:09Z,0.0044444444444444444,5W-28,8.43,3.12,8.24,3.05,320.44320000000005,118.6668,1,5W-2,5W
20240311_0000_083,2024-03-11T21:25:16Z,2024-03-11T21:26:06Z,0.013888888888888888,5W-26,52.12,4.36,50.96,4.39,1983.0636,169.64640000000003,1,5W-2,5W
20240311_0000_084,2024-03-11T21:26:07Z,2024-03-11T21:28:27Z,0.03888888888888889,5W-22,52.62,0.35,51.45,1.11,2002.3416000000004,37.699200000000005,1,5W-2,5W
20240312_0000_000,2024-03-12T00:00:09Z,2024-03-12T05:00:08Z,4.999722222222222,5S-26,20.394,0.487,19.94,0.628,775.91808,23.005080000000003,2,5S-2,5S
20240312_0000_001,2024-03-12T00:00:09Z,2024-03-12T05:00:08Z,4.999722222222222,5W-28,12.948,0.237,12.66,0.348,492.66,12.46644,2,5W-2,5W
20240312_0000_002,2024-03-12T06:00:10Z,2024-03-12T13:12:09Z,7.199722222222222,4T-11,2.43,0.046,2.376,0.067,92.44872,2.3990400000000003,3,4T-1,4T
20240312_0000_003,2024-03-12T06:00:10Z,2024-03-12T13:12:09Z,7.199722222222222,5S-11,14.739,0.274,14.411,0.399,560.7756,14.308560000000003,3,5S-1,5S
20240312_0000_004,2024-03-12T06:00:10Z,2024-03-12T13:12:09Z,7.199722222222222,5W-31,11.432,0.165,11.177,0.281,434.95452000000006,9.896040000000001,3,5W-3,5W
20240312_0000_005,2024-03-12T15:12:11Z,2024-03-12T17:07:22Z,1.9197222222222223,4T-12,148.367,1.235,145.066,3.215,5645.026800000001,109.6704,2,4T-1,4T
20240312_0000_006,2024-03-12T15:12:11Z,2024-03-12T17:07:22Z,1.9197222222222223,5S-32,39.364,0.526,38.488,0.943,1497.6864000000003,33.02964000000001,2,5S-3,5S
20240312_0000_007,2024-03-12T19:07:24Z,2024-03-12T23:01:23Z,3.899722222222222,4S-23,40.309,0.795,39.412,1.122,1533.62916,40.4838,1,4S-2,4S
20240313_0000_000,2024-03-13T02:01:26Z,2024-03-13T06:11:25Z,4.166388888888889,4S-12,8.25,0.2,8.06,0.26,314.01720000000006,9.424800000000001,2,4S-1,4S
20240313_0000_001,2024-03-13T02:01:26Z,2024-03-13T06:11:25Z,4.166388888888889,5W-32,6.4,0.07,6.26,0.15,243.75960000000003,5.1408000000000005,2,5W-3,5W
20240313_0000_002,2024-03-13T08:11:27Z,2024-03-13T13:26:26Z,5.249722222222222,4W-51,19.48,0.15,19.05,0.42,741.1320000000001,14.137200000000004,2,4W-5,4W
20240313_0000_003,2024-03-13T08:11:27Z,2024-03-13T13:26:26Z,5.249722222222222,5S-36,8.18,0.32,7.99,0.36,311.0184,13.7088,2,5S-3,5S
20240313_0000_004,2024-03-13T16:26:29Z,2024-03-13T22:11:28Z,5.749722222222222,4S-41,41.25,1.13,40.33,1.38,1569.6576,51.408,2,4S-4,4S
20240313_0000_005,2024-03-13T16:26:29Z,2024-03-13T22:11:28Z,5.749722222222222,4T-22,117.46,1.88,114.85,2.99,4469.0688,106.24320000000002,2,4T-2,4T
20240314_0000_000,2024-03-14T00:11:29Z,2024-03-14T05:41:29Z,5.5,4T-32,2.44,0.07,2.39,0.09,92.9628,3.4272,1,4T-3,4T
20240314_0000_001,2024-03-14T00:11:30Z,2024-03-14T05:41:28Z,5.499444444444444,5W-31,19.13,0.38,18.71,0.53,727.8516,19.278000000000002,1,5W-3,5W
20240314_0000_002,2024-03-14T06:41:32Z,2024-03-14T13:53:31Z,7.199722222222222,5S-35,8.72,0.17,8.53,0.24,332.01,8.568000000000001,1,5S-3,5S
20240314_0000_003,2024-03-14T06:41:33Z,2024-03-14T13:53:32Z,7.199722222222222,4W-33,18.94,0.15,18.52,0.41,720.5688000000001,14.137200000000004,1,4W-3,4W
20240314_0000_004,2024-03-14T15:53:34Z,2024-03-14T19:35:33Z,3.6997222222222224,4T-31,63.36,0.57,61.95,1.39,2411.0352000000003,47.552400000000006,1,4T-3,4T
20240314_0000_005,2024-03-14T15:53:34Z,2024-03-14T19:35:34Z,3.7,4W-51,27.38,0.23,26.77,0.59,1041.4404,20.1348,2,4W-5,4W
20240314_0000_006,2024-03-14T15:53:34Z,2024-03-14T19:35:34Z,3.7,5W-22,41.01,0.43,40.09,0.93,1560.2328000000002,32.13,2,5W-2,5W
20240314_0000_007,2024-03-14T15:53:35Z,2024-03-14T19:35:33Z,3.6994444444444445,4S-16,17.13,0.25,16.75,0.42,651.5964000000001,14.994000000000002,1,4S-1,4S
20240314_0000_008,2024-03-14T21:35:36Z,2024-03-15T00:00:02Z,2.4072222222222224,4T-32,2.43,0.04,2.38,0.06,92.53440000000002,2.1420000000000003,2,4T-3,4T
20240314_0000_010,2024-03-14T21:35:36Z,2024-03-15T00:00:02Z,2.4072222222222224,5W-28,19.42,0.12,18.99,0.41,738.99,13.7088,2,5W-2,5W
20240314_0000_011,2024-03-14T21:35:37Z,2024-03-15T00:00:02Z,2.4069444444444446,4S-41,30.38,0.24,29.7,0.65,1155.8232,22.2768,2,4S-4,4S
20240314_0000_012,2024-03-14T21:35:37Z,2024-03-15T00:00:02Z,2.4069444444444446,4W-33,19.03,0.26,18.61,0.46,723.9960000000001,16.2792,2,4W-3,4W
20240315_0000_000,2024-03-15T00:00:02Z,2024-03-15T00:14:35Z,0.2425,4S-41,30.25,0.16,29.58,0.63,1151.1108,20.991600000000002,4,4S-4,4S
20240315_0000_001,2024-03-15T00:00:02Z,2024-03-15T00:14:35Z,0.2425,4T-32,2.43,0.04,2.38,0.06,92.53440000000002,2.1420000000000003,4,4T-3,4T
20240315_0000_002,2024-03-15T00:00:02Z,2024-03-15T00:14:35Z,0.2425,4W-33,19.17,0.12,18.74,0.4,729.1368,13.7088,4,4W-3,4W
20240315_0000_003,2024-03-15T00:00:02Z,2024-03-15T00:14:35Z,0.2425,5W-28,19.38,0.1,18.94,0.4,737.2764000000001,13.7088,4,5W-2,5W
20240315_0000_004,2024-03-15T02:14:38Z,2024-03-15T06:11:36Z,3.9494444444444445,4W-22,25.2,0.19,24.64,0.54,958.7592,18.4212,1,4W-2,4W
20240315_0000_005,2024-03-15T02:14:38Z,2024-03-15T06:11:37Z,3.9497222222222224,5W-26,17.49,0.13,17.1,0.37,665.3052,12.4236,1,5W-2,5W
20240315_0000_006,2024-03-15T08:11:39Z,2024-03-15T11:20:38Z,3.149722222222222,4S-14,8.96,0.18,8.76,0.25,341.0064,8.9964,2,4S-1,4S
20240315_0000_007,2024-03-15T08:11:39Z,2024-03-15T11:20:38Z,3.149722222222222,5W-34,11.31,0.09,11.06,0.24,430.5420000000001,8.1396,2,5W-3,5W
20240315_0000_008,2024-03-15T08:11:40Z,2024-03-15T11:20:39Z,3.149722222222222,4W-51,19.37,0.18,18.94,0.43,737.2764000000001,14.565600000000003,1,4W-5,4W
20240315_0000_009,2024-03-15T14:20:41Z,2024-03-15T15:15:40Z,0.9163888888888889,4S-23,42.94,0.42,41.98,0.96,1633.4892000000002,32.9868,1,4S-2,4S
20240315_0000_010,2024-03-15T14:20:42Z,2024-03-15T15:15:40Z,0.9161111111111111,5W-22,54.68,0.43,53.47,1.18,2080.7388,40.2696,1,5W-2,5W
20240315_0000_011,2024-03-15T17:15:43Z,2024-03-15T22:39:42Z,5.3997222222222225,4T-31,62.54,0.63,61.15,1.4,2379.3336,47.98080000000001,2,4T-3,4T
20240315_0000_012,2024-03-15T17:15:43Z,2024-03-15T22:39:42Z,5.3997222222222225,5W-26,53.65,0.6,52.45,1.23,2041.3260000000002,42.41160000000001,2,5W-2,5W
20240316_0000_000,2024-03-16T01:39:45Z,2024-03-16T04:59:44Z,3.3330555555555557,4T-11,2.37,0.04,2.32,0.06,90.3924,2.1420000000000003,2,4T-1,4T
20240316_0000_001,2024-03-16T01:39:45Z,2024-03-16T04:59:44Z,3.3330555555555557,4W-33,19.27,0.22,18.84,0.44,732.9924000000001,15.422400000000001,2,4W-3,4W
20240316_0000_002,2024-03-16T01:39:46Z,2024-03-16T04:59:45Z,3.3330555555555557,5S-35,8.59,0.15,8.39,0.23,326.4408,8.1396,2,5S-3,5S
20240316_0000_003,2024-03-16T01:39:46Z,2024-03-16T04:59:45Z,3.3330555555555557,5W-32,11.28,0.08,11.03,0.24,429.2568,8.1396,2,5W-3,5W
20240316_0000_004,2024-03-16T06:59:48Z,2024-03-16T08:35:46Z,1.5994444444444444,4S-41,30.36,0.32,29.68,0.69,1154.9664000000002,23.562000000000005,1,4S-4,4S
20240316_0000_005,2024-03-16T11:35:49Z,2024-03-16T15:41:47Z,4.099444444444444,4W-51,23.25,0.2,22.74,0.51,884.6460000000001,17.136000000000003,1,4W-5,4W
20240316_0000_006,2024-03-16T11:35:49Z,2024-03-16T15:41:48Z,4.099722222222222,5W-32,11.35,0.27,11.1,0.35,431.8272,12.852,1,5W-3,5W
20240316_0000_007,2024-03-16T18:41:50Z,2024-03-17T00:00:08Z,5.305,4T-32,4.37,0.05,4.27,0.1,166.21920000000003,3.4272,1,4T-3,4T
20240317_0000_000,2024-03-17T00:00:09Z,2024-03-17T00:41:48Z,0.6941666666666667,4T-32,4.38,0.05,4.28,0.1,166.6476,3.4272,1,4T-3,4T
20240317_0000_001,2024-03-17T02:41:51Z,2024-03-17T07:01:02Z,4.3197222222222225,4T-11,2.31,0.04,2.26,0.06,87.822,2.1420000000000003,2,4T-1,4T
20240317_0000_002,2024-03-17T02:41:51Z,2024-03-17T07:01:02Z,4.3197222222222225,4W-33,19.47,0.15,19.03,0.42,740.7036,14.137200000000004,2,4W-3,4W
20240317_0000_003,2024-03-17T09:01:05Z,2024-03-17T12:46:04Z,3.749722222222222,4S-14,8.7,0.17,8.51,0.24,331.1532,8.568000000000001,2,4S-1,4S
20240317_0000_004,2024-03-17T09:01:05Z,2024-03-17T12:46:04Z,3.749722222222222,5S-34,16.45,0.22,16.08,0.39,625.8924000000001,13.7088,2,5S-3,5S
20240317_0000_005,2024-03-17T14:46:07Z,2024-03-17T18:50:53Z,4.079444444444444,4W-51,19.61,0.15,19.17,0.42,745.8444000000001,14.137200000000004,1,4W-5,4W
20240317_0000_006,2024-03-17T20:50:56Z,2024-03-18T00:00:03Z,3.1519444444444447,4S-23,28.96,0.42,28.32,0.71,1101.8448,25.2756,1,4S-2,4S
20240318_0000_000,2024-03-18T00:00:03Z,2024-03-18T01:00:55Z,1.0144444444444445,4S-23,29.13,0.28,28.49,0.64,1108.2708000000002,22.2768,1,4S-2,4S
20240318_0000_001,2024-03-18T04:00:57Z,2024-03-18T07:00:56Z,2.999722222222222,4S-12,8.7,0.19,8.51,0.26,331.1532,9.424800000000001,1,4S-1,4S
20240318_0000_002,2024-03-18T04:00:58Z,2024-03-18T07:00:56Z,2.9994444444444444,4T-32,4.45,0.06,4.35,0.11,169.21800000000002,3.8556000000000004,1,4T-3,4T
20240318_0000_003,2024-03-18T09:00:59Z,2024-03-18T12:41:10Z,3.669722222222222,5S-11,16.77,0.41,16.4,0.52,637.8876,19.278000000000002,1,5S-1,5S
20240318_0000_004,2024-03-18T09:01:00Z,2024-03-18T12:41:10Z,3.6694444444444443,4S-42,15.17,0.39,14.84,0.49,577.4832000000001,17.9928,1,4S-4,4S
20240318_0000_005,2024-03-18T14:41:13Z,2024-03-18T20:01:00Z,5.329722222222222,4W-32,97.65,1.24,95.48,2.3,3715.513200000001,80.5392,1,4W-3,4W
20240319_0000_000,2024-03-19T00:00:06Z,2024-03-19T05:00:02Z,4.998888888888889,4S-14,8.41,0.53,8.22,0.55,320.0148,20.991600000000002,2,4S-1,4S
20240319_0000_001,2024-03-19T00:00:06Z,2024-03-19T05:00:02Z,4.998888888888889,4W-54,12.54,0.35,12.26,0.43,476.80920000000003,15.850800000000003,2,4W-5,4W
20240319_0000_002,2024-03-19T06:00:04Z,2024-03-19T08:06:02Z,2.0994444444444444,4W-51,19.61,0.19,19.17,0.43,746.2728000000002,14.994000000000002,1,4W-5,4W
20240319_0000_003,2024-03-19T09:06:04Z,2024-03-19T12:00:03Z,2.899722222222222,5S-36,8.26,0.13,8.08,0.21,314.4456,7.711200000000001,1,5S-3,5S
20240319_0000_004,2024-03-19T14:30:05Z,2024-03-19T16:18:04Z,1.7997222222222222,5S-26,47.95,0.93,46.88,1.32,1824.5556000000004,47.552400000000006,1,5S-2,5S
20240319_0000_005,2024-03-19T18:18:06Z,2024-03-20T00:00:02Z,5.698888888888889,4W-42,12.91,0.13,12.62,0.29,490.9464000000001,9.853200000000001,2,4W-4,4W
20240319_0000_006,2024-03-19T18:18:06Z,2024-03-20T00:00:02Z,5.698888888888889,5S-36,7.3,0.16,7.13,0.21,277.6032000000001,7.711200000000001,2,5S-3,5S
20240320_0000_000,2024-03-20T00:00:03Z,2024-03-20T00:30:05Z,0.5005555555555555,4W-42,12.81,0.09,12.52,0.27,487.51920000000007,9.424800000000001,2,4W-4,4W
20240320_0000_001,2024-03-20T00:00:03Z,2024-03-20T00:30:05Z,0.5005555555555555,5S-36,7.52,0.07,7.35,0.17,285.7428,5.5692,2,5S-3,5S
20240320_0000_002,2024-03-20T01:30:08Z,2024-03-20T03:30:07Z,1.9997222222222222,5S-36,7.93,0.2,7.76,0.25,302.022,9.424800000000001,1,5S-3,5S
20240320_0000_003,2024-03-20T05:30:09Z,2024-03-20T10:47:08Z,5.283055555555555,4S-14,8.69,0.17,8.5,0.24,330.7248,8.9964,2,4S-1,4S
20240320_0000_004,2024-03-20T05:30:09Z,2024-03-20T10:47:08Z,5.283055555555555,4T-32,2.42,0.04,2.36,0.06,91.67760000000001,2.1420000000000003,2,4T-3,4T
20240320_0000_005,2024-03-20T12:47:11Z,2024-03-20T16:07:10Z,3.3330555555555557,5S-32,52.36,1.77,51.19,2.03,1992.06,75.8268,1,5S-3,5S
20240320_0000_006,2024-03-20T18:07:13Z,2024-03-20T23:20:13Z,5.216666666666667,5W-32,10.56,0.14,10.32,0.25,401.4108,8.9964,1,5W-3,5W
20240321_0000_000,2024-03-21T02:20:15Z,2024-03-21T03:00:14Z,0.6663888888888889,4T-11,4.5,0.05,4.4,0.1,171.36,3.4272,1,4T-1,4T
20240321_0000_001,2024-03-21T05:30:16Z,2024-03-21T06:07:15Z,0.6163888888888889,5S-35,8.24,0.15,8.06,0.22,313.5888,7.711200000000001,1,5S-3,5S
20240321_0000_002,2024-03-21T08:07:18Z,2024-03-21T09:07:17Z,0.9997222222222222,4W-42,12.27,0.14,12,0.28,466.9560000000001,9.853200000000001,1,4W-4,4W
20240321_0000_003,2024-03-21T11:07:20Z,2024-03-21T12:42:19Z,1.5830555555555557,4T-32,4.66,0.04,4.56,0.1,177.3576,3.4272,1,4T-3,4T
20240321_0000_004,2024-03-21T14:42:22Z,2024-03-21T17:34:21Z,2.866388888888889,5S-26,37.53,0.92,36.7,1.17,1427.8572,42.84,1,5S-2,5S
20240321_0000_005,2024-03-21T18:25:26Z,2024-03-21T18:26:19Z,0.014722222222222222,4T-11,2.36,0.03,2.3,0.06,89.5356,2.1420000000000003,1,4T-1,4T
20240321_0000_006,2024-03-21T18:26:20Z,2024-03-21T18:26:53Z,0.009166666666666667,4T-11,4.34,1.5,4.24,1.47,164.934,57.40560000000001,1,4T-1,4T
20240321_0000_007,2024-03-21T18:26:54Z,2024-03-21T18:27:28Z,0.009444444444444445,4T-11,6.52,0.78,6.37,0.78,248.04360000000003,29.988000000000003,1,4T-1,4T
20240321_0000_008,2024-03-21T18:27:29Z,2024-03-21T18:28:45Z,0.021111111111111112,4T-11,7.29,0.19,7.13,0.23,277.6032000000001,8.568000000000001,1,4T-1,4T
20240321_0000_009,2024-03-21T18:28:46Z,2024-03-21T18:31:07Z,0.03916666666666667,4T-11,9.29,0.06,9.09,0.2,353.43000000000006,6.426,1,4T-1,4T
20240321_0000_010,2024-03-21T18:31:08Z,2024-03-21T18:33:10Z,0.03388888888888889,4T-11,11.37,0.07,11.12,0.24,432.684,8.1396,1,4T-1,4T
20240321_0000_011,2024-03-21T18:33:11Z,2024-03-21T18:33:33Z,0.006111111111111111,4T-11,13.49,0.87,13.19,0.89,513.2232000000001,34.272000000000006,1,4T-1,4T
20240321_0000_012,2024-03-21T18:35:00Z,2024-03-21T18:35:10Z,0.002777777777777778,4T-22,214.89,28.45,210.11,28.15,8176.014,1091.9916,1,4T-2,4T
20240321_0000_013,2024-03-21T18:35:20Z,2024-03-21T18:36:26Z,0.018333333333333333,4T-31,60.01,1.99,58.68,2.29,2283.372,85.68,1,4T-3,4T
20240321_0000_014,2024-03-21T18:36:27Z,2024-03-21T18:38:11Z,0.028888888888888888,4T-31,72.9,44.72,71.27,43.75,2773.4616,1702.0332,1,4T-3,4T
20240321_0000_015,2024-03-21T18:38:12Z,2024-03-21T18:39:00Z,0.013333333333333334,4T-31,114.55,0.57,112,2.37,4358.5416000000005,79.68240000000002,1,4T-3,4T
20240321_0000_016,2024-03-21T18:39:01Z,2024-03-21T18:41:22Z,0.03916666666666667,4T-31,80.19,0.44,78.41,1.67,3051.0648,56.12040000000001,1,4T-3,4T
20240321_0000_017,2024-03-21T18:41:23Z,2024-03-21T18:42:39Z,0.021111111111111112,4T-31,126.69,0.67,123.88,2.63,4820.3568000000005,88.2504,1,4T-3,4T
20240321_0000_018,2024-03-21T18:42:40Z,2024-03-21T18:43:25Z,0.0125,4T-31,135.1,0.7,132.1,2.8,5140.3715999999995,93.81960000000001,1,4T-3,4T
20240321_0000_019,2024-03-21T18:43:26Z,2024-03-21T18:44:20Z,0.015,4T-31,179.31,0.96,175.32,3.72,6822.27,125.09280000000001,1,4T-3,4T
20240321_0000_020,2024-03-21T18:44:56Z,2024-03-21T18:46:01Z,0.018055555555555554,4T-22,83.67,0.49,81.81,1.75,3183.4404000000004,58.6908,1,4T-2,4T
20240321_0000_021,2024-03-21T18:46:02Z,2024-03-21T18:46:28Z,0.007222222222222222,4T-22,109.58,18.78,107.14,18.49,4169.1888,718.4268000000001,1,4T-2,4T
20240321_0000_022,2024-03-21T18:46:29Z,2024-03-21T18:47:23Z,0.015,4T-22,179.77,0.94,175.77,3.72,6839.834400000001,125.09280000000001,1,4T-2,4T
20240321_0000_023,2024-03-21T18:47:24Z,2024-03-21T18:48:48Z,0.023333333333333334,4T-22,143.57,0.75,140.37,2.98,5462.528400000001,100.2456,1,4T-2,4T
20240321_0000_024,2024-03-21T18:48:49Z,2024-03-21T18:49:20Z,0.008611111111111111,4T-22,190.88,16,186.63,16.11,7262.6651999999995,622.0368,1,4T-2,4T
20240321_0000_025,2024-03-21T18:49:21Z,2024-03-21T18:50:05Z,0.012222222222222223,4T-22,208.3,1.09,203.66,4.32,7925.4000000000005,145.2276,1,4T-2,4T
20240321_0000_026,2024-03-21T18:50:06Z,2024-03-21T18:50:55Z,0.01361111111111111,4T-22,228.42,1.22,223.34,4.74,8690.9508,159.36480000000003,1,4T-2,4T
20240321_0000_028,2024-03-21T19:34:24Z,2024-03-21T20:20:23Z,0.7663888888888889,5S-35,7.23,0.19,7.07,0.24,275.0328,8.568000000000001,2,5S-3,5S
20240321_0000_029,2024-03-21T19:34:24Z,2024-03-21T20:20:23Z,0.7663888888888889,4W-22,93.53,1.2,91.45,2.22,3558.7188,77.5404,2,4W-2,4W
20240321_0000_030,2024-03-21T20:41:53Z,2024-03-21T21:21:11Z,0.655,4S-16,15.39,0.27,15.05,0.4,585.6228000000001,14.565600000000003,1,4S-1,4S
20240321_0000_031,2024-03-21T21:21:12Z,2024-03-21T21:28:41Z,0.12472222222222222,4S-16,7.26,0.14,7.1,0.2,276.31800000000004,7.282800000000002,1,4S-1,4S
20240321_0000_032,2024-03-21T21:28:42Z,2024-03-21T21:38:25Z,0.16194444444444445,4S-16,2.06,0.09,2.02,0.1,78.3972,3.4272,1,4S-1,4S
20240321_0000_033,2024-03-21T21:39:08Z,2024-03-21T21:56:17Z,0.28583333333333333,4S-16,15.73,0.11,15.38,0.33,598.4748000000001,11.1384,1,4S-1,4S
20240321_0000_034,2024-03-21T21:57:58Z,2024-03-21T22:09:15Z,0.18805555555555556,4S-14,8.1,0.1,7.92,0.19,308.0196,6.426,1,4S-1,4S
20240321_0000_035,2024-03-21T22:09:16Z,2024-03-21T22:51:07Z,0.6975,4S-12,8.2,0.08,8.02,0.18,311.87520000000006,6.426,1,4S-1,4S
20240321_0000_036,2024-03-21T23:20:26Z,2024-03-22T00:00:01Z,0.6597222222222222,4T-32,2.36,0.04,2.31,0.06,89.96400000000001,2.1420000000000003,2,4T-3,4T
20240321_0000_037,2024-03-21T23:20:26Z,2024-03-22T00:00:01Z,0.6597222222222222,5W-32,10.92,0.21,10.68,0.3,415.548,10.71,2,5W-3,5W
20240322_0000_000,2024-03-22T00:00:02Z,2024-03-22T03:00:25Z,3.006388888888889,4T-32,2.39,0.06,2.33,0.07,90.82080000000002,2.5704000000000002,1,4T-3,4T
20240322_0000_001,2024-03-22T00:00:02Z,2024-03-22T03:00:24Z,3.006111111111111,5W-32,11.03,0.23,10.78,0.32,419.83200000000005,11.566800000000002,1,5W-3,5W
20240322_0000_002,2024-03-22T06:00:28Z,2024-03-22T07:45:27Z,1.7497222222222222,4T-11,4.65,0.04,4.55,0.1,176.9292,3.4272,1,4T-1,4T
20240322_0000_003,2024-03-22T10:45:29Z,2024-03-22T12:55:29Z,2.1666666666666665,5S-36,8.49,0.15,8.3,0.23,323.0136,8.1396,1,5S-3,5S
20240322_0000_004,2024-03-22T10:45:30Z,2024-03-22T12:55:28Z,2.1661111111111113,4T-11,4.65,0.05,4.55,0.1,176.9292,3.4272,1,4T-1,4T
20240322_0000_005,2024-03-22T14:55:32Z,2024-03-22T17:07:31Z,2.1997222222222224,5S-32,51.09,0.92,49.95,1.36,1943.6508000000001,48.8376,1,5S-3,5S
20240322_0000_006,2024-03-22T19:07:33Z,2024-03-22T19:35:32Z,0.4663888888888889,4W-22,94.19,1.55,92.1,2.43,3583.5660000000007,86.1084,1,4W-2,4W
20240322_0000_007,2024-03-22T21:35:35Z,2024-03-22T22:28:34Z,0.8830555555555556,4S-14,7.77,0.1,7.6,0.18,295.59600000000006,6.426,1,4S-1,4S
20240323_0000_000,2024-03-23T01:28:37Z,2024-03-23T03:30:36Z,2.0330555555555554,5S-34,16.06,0.25,15.7,0.4,610.8984,14.137200000000004,1,5S-3,5S
20240323_0000_001,2024-03-23T06:00:38Z,2024-03-23T09:03:37Z,3.049722222222222,4T-32,2.43,0.05,2.38,0.07,92.53440000000002,2.5704000000000002,2,4T-3,4T
20240323_0000_002,2024-03-23T06:00:38Z,2024-03-23T09:03:37Z,3.049722222222222,5W-28,16.94,0.22,16.56,0.4,644.3136,14.137200000000004,2,5W-2,5W
20240323_0000_003,2024-03-23T13:03:39Z,2024-03-23T15:25:39Z,2.3666666666666667,4W-33,10.03,0.23,9.81,0.3,381.7044,11.1384,1,4W-3,4W
20240323_0000_004,2024-03-23T18:25:41Z,2024-03-23T20:40:40Z,2.249722222222222,5S-11,13.56,0.22,13.26,0.35,515.7936,12.4236,1,5S-1,5S
20240323_0000_005,2024-03-23T23:40:43Z,2024-03-24T00:00:05Z,0.3227777777777778,5W-28,18.31,0.11,17.9,0.38,696.5784000000001,12.852,1,5W-2,5W
20240324_0000_000,2024-03-24T00:00:05Z,2024-03-24T03:30:43Z,3.5105555555555554,5W-28,18.62,0.43,18.2,0.56,708.5736,20.563200000000002,1,5W-2,5W
